-0.16,-0.85,1
-0.02,-0.11,1
0.6,0.74,1
-0.6,0.83,-1
0.99,0.65,1
-0.46,0.83,-1
0.79,-0.22,-1
-0.69,-0.08,1
-0.39,-0.63,1
-0.87,-0.53,1
0.68,-0.74,1
-0.41,0.55,-1
-0.63,-0.86,-1
0.27,-0.39,1
0.63,-0.7,1
-0.47,-0.41,1
-0.1,0.35,1
0.31,-0.48,1
-0.42,-0.98,1
0.88,0.56,1
0.84,0.84,1
0.34,-0.31,1
-0.76,-0.72,1
0.03,-0.64,1
0.15,-0.52,1
-0.88,0.09,1
0.82,-0.87,1
-0.49,0.44,1
-0.73,0.12,-1
0.06,0.47,1
-0.07,0.1,1
-0.39,0.21,1
-0.2,-0.49,1
0.35,0.25,1
-0.29,0.05,1
-0.9,-0.66,1
0.1,0.95,1
0.45,0.56,1
0.27,-0.13,1
-0.21,0.84,1
-0.71,0.93,1
-0.51,0.54,1
0.18,-0.68,1
0.04,0.55,1
0.66,0.66,1
0.48,-0.67,-1
-0.28,-0.97,1
0.79,-0.17,1
0.29,-0.08,1
0.3,0.69,-1
-0.26,-0.97,1
-0.96,-0.45,1
0.56,-0.8,-1
0.93,-0.69,1
0.34,-0.32,1
0.22,0.61,1
-0.58,-0.84,1
0.25,-0.57,-1
0.91,0.38,1
0.62,0.12,1
-0.23,-0.08,1
0.93,-0.21,1
0.57,-0.39,1
-0.02,-0.79,1
0.7,0.06,1
-0.31,0.44,1
0.92,0.32,1
0.19,-0.03,1
0.67,0.57,1
-0.67,0.31,1
0.84,-0.25,1
-0.25,0.6,-1
0.95,-0.77,1
-0.73,-0.31,1
-0.61,0.36,1
0.78,-0.66,-1
0.24,-0.59,-1
-0.09,0.8,1
0.29,0.67,1
0.92,-0.08,1
-0.73,0.12,1
0.08,-0.96,-1
0.21,0.18,-1
-0.46,-0.15,-1
0.37,0.12,1
-0.05,-0.47,1
-0.24,-0.82,1
0.59,-0.39,-1
0.27,-0.01,1
-0.41,-0.08,1
-0.01,0.27,1
-0.42,0.57,-1
0.66,-0.62,-1
-0.73,0.02,-1
0.21,-0.92,1
-0.4,-0.43,1
-0.82,-0.05,1
-0.74,0.76,1
0.93,-0.77,1
-0.88,-0.62,1
-0.67,0.36,1
0.24,0.29,-1
-0.59,-0.32,1
-0.87,0.33,1
0.81,0.21,1
-0.33,0.24,1
-0.32,0.3,-1
-0.23,0.86,-1
0.97,-0.87,1
0.95,-0.52,1
-0.84,-0.35,-1
-0.23,0.82,-1
0.38,0.72,1
-0.08,-0.42,1
-0.53,0.8,1
-0.07,0.06,1
-0.54,-0.07,1
-0.64,0.65,-1
-0.68,0.92,-1
-0.36,-0.11,1
-0.48,0.44,1
0.03,-0.51,1
-0.3,0.11,-1
0.4,-0.2,1
0.53,-0.37,-1
-0.49,-1,1
0.15,0.39,1
-0.66,-0.18,-1
0.59,-0.03,1
-0.12,-0.88,1
0.8,0.15,-1
0.27,0.99,1
-0.75,-0.48,-1
0.03,0.5,-1
0.67,-0.95,1
-0.49,0.45,-1
0.04,-0.6,-1
-0.2,-0.52,1
0.08,-0.05,1
0.72,-0.44,1
0.78,0.12,1
0.92,-0.33,1
-0.1,0.81,-1
-0.35,0.19,-1
0.13,0.25,1
0.01,-0.21,1
0.18,-0.99,-1
0.83,0.11,1
-0.85,0.82,-1
0.94,0.53,1
0.47,-0.57,1
-0.17,0.12,1
0.12,-0.23,-1
0.46,0.62,1
0.61,-0.48,-1
0.36,-0.32,-1
-0.23,-0.69,1
-0.15,-0.83,1
-0.56,0.4,1
-0.83,-0.19,1
0.33,-0.92,-1
0.35,0.03,-1
0.38,-0.62,1
0.28,-0.92,-1
0.9,-0.08,1
0.98,0.61,-1
0.25,0.5,1
0.11,-0.61,1
-0.8,-0.9,-1
-0.89,-0.1,1
-0.92,-0.48,1
0.64,-0.01,1
-0.65,0.85,-1
0.45,-0.78,1
0.75,0.23,-1
0.1,-0.06,1
0.63,0.21,-1
-0.51,0.86,-1
-0.9,0.15,1
-0.98,0.77,1
0.46,0.49,1
0.07,-0.6,1
0.24,0.13,1
-0.18,0.6,-1
-0.53,0.4,-1
0.64,0.39,1
0.99,-0.46,1
-0.55,-0.59,1
0.11,0.03,1
0.52,-0.46,1
0.29,-0.95,-1
-0.23,0.01,1
-0.72,0.55,1
0.87,0.08,1
0.23,0.19,-1
-0.89,-0.04,-1
-0.37,0.47,1
0.69,-0.27,-1
-0.37,0.67,1
-0.01,-0.15,1
-0.18,-0.6,1
-0.01,-0.74,1
0.03,0.56,-1
0.4,0.5,1
0.17,-0.47,1
-0.19,0.13,-1
0.37,0.82,1
-0.01,-0.28,-1
0.21,-0.46,1
-0.4,0.35,-1
-0.59,0.68,1
-0.34,0.31,1
0.97,0.96,-1
-0.66,-0.35,-1
0.23,-0.69,1
-0.53,0.58,1
-0.63,-0.87,1
0.96,0.17,-1
0.68,-0.31,-1
0.31,0.18,1
0.18,0.9,-1
0.71,0.1,-1
0.74,0.86,-1
-0.44,-0.49,1
-0.67,-0.65,1
0.04,-0.39,1
-0.76,-0.86,1
0.54,0.66,1
0.33,0.22,1
0.5,0.71,-1
-0.45,0.98,-1
0.91,-0.78,1
-1,-0.31,-1
0.2,0.61,-1
-0.37,-0.95,1
-0.37,-0.62,1
-0.79,-0.3,-1
-0.05,0.03,1
0.17,0.81,1
0.94,-0.83,-1
-0.94,0.69,1
0.02,0.09,-1
-0.9,-0.19,-1
0.61,-0.03,1
0.73,0.42,1
0.03,-0.42,-1
-0.88,0.33,-1
-0.84,0.79,1
-0.34,0.8,1
-0.11,-0.55,1
0.35,0.65,-1
0.27,0.77,1
-0.08,-0.95,1
0.37,0.87,1
0.53,-0.64,1
0.22,0.11,-1
-0.02,0.74,-1
-0.96,0.03,1
-0.33,0.43,1
0.34,0.75,1
-0.01,0.73,-1
-0.35,-0.31,-1
0.74,0.13,1
-0.62,0.73,-1
-0.02,-0.51,1
0.38,-0.36,1
0.03,0.33,1
-0.27,-0.82,-1
-0.08,0.58,1
0.06,0.02,1
-0.36,-0.91,-1
-0.45,-0.65,-1
-0.56,-0.72,1
-0.61,-0.25,1
0.37,-0.41,1
-0.1,0.77,-1
-0.18,0.01,1
0.72,0,-1
0.44,-0.65,-1
-0.87,-0.15,1
0.05,0.89,1
0.91,-0.64,1
0.7,0.53,-1
-0.56,0.55,1
-0.2,-0.81,1
0.61,-0.38,1
0.91,0.51,-1
-0.7,-0.21,1
-0.62,0.85,-1
0.26,0.3,-1
-0.89,-0.98,1
-0.7,-0.65,1
-0.45,0.99,1
0.34,-0.4,1
-0.55,0.09,1
-0.93,-0.74,-1
-0.76,-0.58,1
-0.05,-0.63,1
-0.38,-0.35,-1
0.91,0.4,-1
-0.18,-0.71,-1
0.97,-0.77,1
0.5,-0.47,1
0.18,-0.4,-1
-0.01,-0.47,1
0.59,-0.41,1
0.37,-0.14,1
-0.15,-0.61,-1
0.13,0.53,1
0.91,-0.18,1
0.79,-0.81,1
-0.08,0.86,1
-0.42,-0.03,1
-0.38,0.67,1
0.35,0.66,1
0.08,-0.63,1
0.3,0.87,-1
0.99,-0.86,-1
-0.57,0.49,1
-0.42,-0.68,1
0.88,-0.83,1
0.4,-0.1,1
0.56,-0.25,-1
0.23,0.28,1
0.67,0.11,1
0.78,-0.59,1
0.53,-0.51,1
0.6,-0.42,-1
0.38,-0.49,1
-0.94,0.97,1
-0.59,0.4,1
0.84,-0.98,1
0.16,-0.68,-1
0.91,0.78,-1
0.97,-0.83,-1
0.33,-0.66,1
0.16,-0.14,1
0.61,0.87,1
0.55,0.3,-1
-0.43,-1,-1
-0.8,0,-1
-0.03,0.69,-1
-0.39,0.3,1
0.11,0.13,1
0.71,-0.45,1
-0.11,-0.78,1
0.3,-0.89,1
-0.91,0.75,1
-0.62,-0.7,1
-0.84,-0.16,1
0.55,0.27,1
0.84,-0.48,1
-0.8,-0.6,1
0.03,-0.89,1
0.44,0.56,1
-0.58,0.46,1
0.37,-0.99,1
0.74,0.48,-1
-0.23,-0.99,1
-0.15,-0.26,-1
0.4,0.92,1
0.78,-0.34,1
-0.53,-1,1
-0.44,0.88,1
0.08,0.79,1
-0.65,0.1,-1
-0.63,-0.04,-1
-0.84,-0.89,-1
0.25,0.7,-1
-0.26,-0.53,-1
0.22,0.4,-1
0.28,0.66,-1
0.64,-0.52,1
0.24,-0.1,1
0.41,0.96,1
-0.72,-0.69,1
0.8,0.42,1
-0.38,-0.87,1
0.86,0.34,1
0.99,-0.61,1
-0.6,0.37,1
-0.12,-0.86,1
0.1,0.56,-1
0.07,0.11,1
0.73,-0.85,1
-0.59,-0.14,-1
0.74,-0.61,1
-0.89,-0.46,-1
0.42,0.51,-1
-0.05,0.49,1
0.86,0.99,1
-0.56,0.51,1
-0.23,-0.81,1
0.44,0.9,1
0.91,0.59,-1
-0.96,0.37,-1
-0.72,-0.12,1
-0.03,-0.99,1
-0.24,0.47,1
-0.21,0.58,1
-1,-0.7,-1
-0.62,-0.05,-1
0.43,-0.6,1
-0.67,0.18,1
-0.44,-0.72,1
0.9,-0.9,1
0.53,0.68,1
0.09,0.67,1
-0.08,-0.18,1
0.98,0.48,1
0.3,0.37,1
-0.96,0.27,-1
-0.85,-0.74,1
-0.84,0.12,1
0.98,0.28,1
0.96,-0.41,1
0.44,0.43,1
-0.78,0.93,1
0.35,0.67,-1
-0.57,0.03,-1
0.36,0.81,-1
-1,-0.56,-1
0.72,0.36,-1
0.72,-0.89,-1
0.09,-0.95,-1
-0.78,0.57,-1
-0.25,0.51,-1
0.03,0.32,-1
-0.55,-0.05,1
-0.73,-0.64,1
-0.29,0.7,1
0.13,0.51,-1
0.16,0.49,1
-0.24,0.4,-1
-0.86,0.65,1
-0.29,0.01,1
0.54,-0.19,1
-0.01,-0.52,1
-0.6,-0.31,1
0.27,0.5,1
-0.5,0.52,1
0.52,-0.78,1
0.42,-0.74,1
0.65,-0.49,-1
0.58,-0.67,1
-0.15,0.11,1
-0.87,-0.27,1
-0.88,-0.43,1
0.08,-0.76,-1
-0.96,-0.2,-1
0.4,-0.15,1
-0.38,-0.89,-1
0.24,-0.12,1
0.89,-0.44,-1
-0.97,-0.8,-1
0.88,0.52,1
-0.44,-0.91,1
-1,0.37,1
0.1,1,-1
-0.87,-0.35,-1
-0.75,0.64,1
-0.5,-0.92,-1
0.02,0.13,1
0.66,-0.46,1
-0.58,-0.79,-1
-0.94,-0.14,-1
0.51,-0.78,1
-0.02,-0.43,1
0.19,0.53,1
-0.59,-0.77,1
-0.28,0.51,1
0.61,-0.23,1
-0.98,0.64,1
0.45,-0.07,-1
-0.1,-0.09,1
0.79,0.1,-1
0.16,-0.38,-1
0.98,0.39,-1
-0.46,0.86,1
0.37,-0.78,1
0.54,0.94,1
0.49,0.67,-1
-0.05,-0.24,1
-0.07,0.06,1
0.48,0.46,1
-0.38,-0.15,1
-0.88,0.52,1
0.88,0.19,-1
-0.37,-0.24,1
-0.1,-0.21,1
-0.97,-0.51,-1
-0.03,-0.13,1
0.71,-0.37,1
0.59,0.24,-1
0.25,0.28,1
-0.08,-0.64,1
-0.41,0.7,-1
-0.41,-0.59,1
-0.82,0.75,1
0.65,0.47,1
0.56,-0.9,1
0.08,0.47,-1
0.3,0.2,1
0.85,0.86,1
-0.7,0.58,1
-0.71,0.9,-1
0.49,1,1
-0.47,0.6,1
-0.66,0.64,-1
-0.41,0.85,-1
-0.91,0.91,1
-0.44,-0.67,1
-0.35,-0.53,1
-0.19,0.17,1
-0.35,-0.06,1
0.07,-0.35,1
-0.74,0.76,1
0.38,0.65,1
0.84,0.35,-1
-0.15,0.23,1
-0.47,-1,1
0.68,-0.37,-1
-0.72,0.17,1
-0.66,-0.38,1
0.66,0.61,1
-0.47,-0.46,1
-0.2,-0.29,1
0.68,-0.11,-1
-0.72,0.68,1
